번호,품종,지역,연도,건물수량(kg/ha),연평균기온,최저기온,최고기온,고온일수,연속고온지속일수,강수량,평균 상대습도(%),합계 일조시간(hr),일조율(%),평균 풍속(m/s)
557,목초,이천,1990,10739,12,-20.7,35.9,15,9,2313.3,73.1,2205.3,49.56,0.6
558,목초,이천,1990,10606,12,-20.7,35.9,15,9,2313.3,73.1,2205.3,49.56,0.6
559,목초,이천,1991,6197,11.5,-18.7,35,7,4,1379.1,68,2559.2,57.8,0.7
560,목초,이천,1991,6789,11.5,-18.7,35,7,4,1379.1,68,2559.2,57.8,0.7
561,목초,이천,1991,9112,11.5,-18.7,35,7,4,1379.1,68,2559.2,57.8,0.7
562,목초,이천,1991,10267,11.5,-18.7,35,7,4,1379.1,68,2559.2,57.8,0.7
563,목초,이천,1991,10098,11.5,-18.7,35,7,4,1379.1,68,2559.2,57.8,0.7
564,목초,이천,1991,3076,11.5,-18.7,35,7,4,1379.1,68,2559.2,57.8,0.7
565,목초,이천,1992,5655,11.3,-13.5,33,1,1,1207,70.2,2381.2,53.39,1
566,목초,이천,1992,8098,11.3,-13.5,33,1,1,1207,70.2,2381.2,53.39,1
567,목초,이천,1992,9836,11.3,-13.5,33,1,1,1207,70.2,2381.2,53.39,1
568,목초,이천,1992,9115,11.3,-13.5,33,1,1,1207,70.2,2381.2,53.39,1
569,목초,이천,1992,9351,11.3,-13.5,33,1,1,1207,70.2,2381.2,53.39,1
570,목초,수원,1989,3247,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
571,목초,수원,1989,3054,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
572,목초,수원,1989,4076,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
573,목초,수원,1989,4503,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
574,목초,수원,1989,4993,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
575,목초,수원,1989,4690,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
576,목초,대관령,1985,11025,6.5,-22.2,28.9,0,0,1744.7,74.7,2194.1,49.29,3.5
577,목초,대관령,1985,10904,6.5,-22.2,28.9,0,0,1744.7,74.7,2194.1,49.29,3.5
578,목초,대관령,1985,3564,6.5,-22.2,28.9,0,0,1744.7,74.7,2194.1,49.29,3.5
579,목초,대관령,1985,9522,6.5,-22.2,28.9,0,0,1744.7,74.7,2194.1,49.29,3.5
580,목초,대관령,1985,7698,6.5,-22.2,28.9,0,0,1744.7,74.7,2194.1,49.29,3.5
581,목초,수원,1988,6070,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
582,목초,수원,1988,8460,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
583,목초,수원,1988,15290,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
584,목초,수원,1988,18980,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
585,목초,수원,1989,6845,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
586,목초,수원,1989,7974,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
587,목초,수원,1989,8600,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
588,목초,수원,1989,9533,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
589,목초,수원,1989,10069,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
590,목초,수원,1987,12565,11.4,-16.9,32.5,0,0,1439.1,73.2,2256.1,50.7,1.6
591,목초,수원,1987,12522,11.4,-16.9,32.5,0,0,1439.1,73.2,2256.1,50.7,1.6
592,목초,수원,1987,13346,11.4,-16.9,32.5,0,0,1439.1,73.2,2256.1,50.7,1.6
593,목초,수원,1987,11506,11.4,-16.9,32.5,0,0,1439.1,73.2,2256.1,50.7,1.6
594,목초,수원,1987,12202,11.4,-16.9,32.5,0,0,1439.1,73.2,2256.1,50.7,1.6
595,목초,수원,1987,12599,11.4,-16.9,32.5,0,0,1439.1,73.2,2256.1,50.7,1.6
596,목초,수원,1988,9353,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
597,목초,수원,1988,9842,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
598,목초,수원,1988,10069,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
599,목초,수원,1988,8498,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
600,목초,수원,1988,8731,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
601,목초,수원,1988,9892,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
602,목초,수원,1989,8804,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
603,목초,수원,1989,9299,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
604,목초,수원,1989,10147,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
605,목초,수원,1989,9601,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
606,목초,수원,1989,9762,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
607,목초,수원,1989,9965,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
608,목초,수원,1988,6372,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
609,목초,수원,1988,7679,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
610,목초,수원,1988,8717,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
611,목초,수원,1988,8652,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
612,목초,수원,1988,3297,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
613,목초,수원,1988,3969,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
614,목초,수원,1988,3881,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
615,목초,수원,1988,3776,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
616,목초,수원,1988,4132,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
617,목초,수원,1988,4367,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
618,목초,수원,1988,4135,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
619,목초,수원,1988,5193,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
620,목초,수원,1988,5805,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
621,목초,수원,1988,6620,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
622,목초,수원,1988,7017,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
623,목초,수원,1988,6902,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
624,목초,수원,1988,6868,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
625,목초,수원,1988,7121,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
626,목초,수원,1988,6533,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
627,목초,수원,1988,6802,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
628,목초,수원,1988,6908,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
629,목초,수원,1988,4702,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
630,목초,수원,1988,6243,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
631,목초,수원,1988,7005,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
632,목초,수원,1988,3553,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
633,목초,수원,1988,4735,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
634,목초,수원,1988,5183,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
635,목초,수원,1988,5578,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
636,목초,수원,1988,5123,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
637,목초,수원,1988,5096,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
638,목초,수원,1988,5623,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
639,목초,수원,1988,4964,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
640,목초,수원,1988,5110,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
641,목초,수원,1988,5450,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
642,목초,수원,1988,3584,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
643,목초,수원,1988,4545,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
644,목초,수원,1988,5459,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
645,목초,수원,1989,10540,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
646,목초,수원,1989,12175,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
647,목초,수원,1989,12690,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
648,목초,수원,1989,11194,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
649,목초,수원,1989,11408,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
650,목초,수원,1989,8976,12.3,-11.4,34.9,5,3,1217.7,69.7,2170,48.77,1.5
651,목초,수원,1988,3220,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
652,목초,수원,1988,4169,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
653,목초,수원,1988,3989,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
654,목초,수원,1988,4211,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
655,목초,수원,1988,3806,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
656,목초,수원,1988,3913,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
657,목초,수원,1988,3642,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
658,목초,수원,1988,4301,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
659,목초,수원,1988,4184,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
660,목초,수원,1988,3100,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
661,목초,수원,1988,3475,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
662,목초,수원,1988,3571,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
663,목초,수원,1988,3383,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
664,목초,수원,1988,3188,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
665,목초,수원,1988,3669,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
666,목초,수원,1988,3442,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
667,목초,수원,1988,3687,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
668,목초,수원,1988,3963,11.3,-12.8,35.4,8,5,849.8,70.1,2414.1,54.14,1.6
669,목초,대전,1987,7510,12.5,-14.8,33.5,3,1,1880.7,71,2179.2,48.99,1.6
670,목초,대전,1988,6970,12.3,-12,35.3,18,13,920.9,65.8,2268.1,50.87,1.7
671,목초,수원,1985,6204,11.3,-18.6,34.7,8,3,1491,72.8,2067.6,46.46,1.6
