번호,품종,지역,연도,건물수량(kg/ha),연평균기온,최저기온,최고기온,고온일수,연속고온지속일수,강수량
1,이탈리안 라이그라스,천안,2006,10668,11.5,-15.6,33.5,6,3,1043.3
2,이탈리안 라이그라스,제주,2006,18966,16.2,-1.8,34,7,2,1527.4
3,이탈리안 라이그라스,연천,2006,8600,11.2,-17.5,34.8,8,3,1360.1
4,이탈리안 라이그라스,익산,2006,6193,14.1,-13.1,36.4,28,19,1187.5
5,이탈리안 라이그라스,천안,2007,16008,12.5,-13.6,34.9,3,2,1562.4
6,이탈리안 라이그라스,제주,2007,20672,16.5,0.8,34,6,2,2139.8
7,이탈리안 라이그라스,연천,2007,12666,11.5,-13.8,34.3,1,1,1286.3
8,이탈리안 라이그라스,익산,2007,14543,14,-7.2,34.8,16,5,1471.7
9,이탈리안 라이그라스,천안,2008,17900,12.3,-13.4,34.2,7,3,870.1
10,이탈리안 라이그라스,연천,2008,11361,11.7,-15.2,35.2,8,6,1518.2
11,이탈리안 라이그라스,제주,2008,28717,16,-0.5,34.8,4,2,1308.8
12,이탈리안 라이그라스,예산,2008,13040,12,-13.1,33.5,2,1,909.6
13,이탈리안 라이그라스,익산,2008,7480,13.9,-10.8,35.3,19,5,1000
14,이탈리안 라이그라스,천안,2009,11198,12.3,-18.2,33.3,1,1,999.9
15,이탈리안 라이그라스,연천,2009,5087,11.7,-15,34.1,4,3,1527.8
16,이탈리안 라이그라스,제주,2009,15469,16,-2.5,33.6,6,2,1304.8
17,이탈리안 라이그라스,예산,2009,8543,12.3,-13.9,32.5,0,0,1074.3
18,이탈리안 라이그라스,익산,2009,12700,13.6,-12.9,34.4,9,2,1163.9
19,이탈리안 라이그라스,천안,2010,8884,12.2,-19.5,34.9,14,5,1378.3
20,이탈리안 라이그라스,연천,2010,10451,10.9,-19.5,33,1,1,1939.5
21,이탈리안 라이그라스,제주,2010,16231,15.6,-2.3,35.8,13,5,1584.9
22,이탈리안 라이그라스,예산,2010,7480,11.7,-13.2,31.8,0,0,2141.8
23,이탈리안 라이그라스,익산,2010,10211,13.5,-10.9,35.7,26,7,1462.3
24,이탈리안 라이그라스,천안,2011,9057,12,-18.3,34.3,6,4,1845.8
25,이탈리안 라이그라스,연천,2011,2020,10.7,-19.1,35.2,6,2,2311.2
26,이탈리안 라이그라스,제주,2011,16161,15.6,-2.8,34.7,8,3,1478.6
27,이탈리안 라이그라스,예산,2011,8268,11.6,-14.7,33,1,1,1704.4
28,이탈리안 라이그라스,익산,2011,5724,13.1,-13.4,36.2,16,6,1621.8
29,이탈리안 라이그라스,천안,2013,15806,12.3,-19.2,35.6,14,6,1095.6
30,이탈리안 라이그라스,연천,2013,11528,-20.7,34.3,6.4,5,2,1470.9
31,이탈리안 라이그라스,제주,2013,18437,16.5,-1.8,36.3,23,5,859.1
32,이탈리안 라이그라스,예산,2013,12630,11.8,-16.6,33.4,2,1,1018.7
33,이탈리안 라이그라스,익산,2013,8191,13.8,-15.3,37.8,39,18,1264.7
34,이탈리안 라이그라스,수원,2005,9318,12,-14.4,35.1,7,3,84.5
35,이탈리안 라이그라스,남원,2005,11306,12,-19.3,37,20,9,1126.2
36,이탈리안 라이그라스,수원,2006,10330,12.9,-13.2,35.9,13,5,169.5
37,이탈리안 라이그라스,남원,2006,12605,12.8,-15.1,35.9,22,19,1381.5
38,이탈리안 라이그라스,천안,2006,10330,11.5,-15.6,33.5,6,3,1043.3
39,이탈리안 라이그라스,남원,2006,12605,12.8,-15.1,35.9,22,19,1381.5
40,이탈리안 라이그라스,천안,2007,16683,12.5,-13.6,34.9,3,2,1562.4
41,이탈리안 라이그라스,남원,2007,11884,13,-9.6,35,20,4,1815.2
42,이탈리안 라이그라스,전주,2015,7674,14.2,-10.1,35.3,13,10,813.5
43,이탈리안 라이그라스,제주,2015,11405,16.7,-0.7,36.7,7,2,1728.3
44,이탈리안 라이그라스,전주,2016,10684,14.3,-13,36.2,32,19,1117.7
45,이탈리안 라이그라스,제주,2016,16796,17,-5.8,35.5,15,7,1416.4
46,이탈리안 라이그라스,수원,2003,6652,12.3,-16.2,31.3,0,0,121.5
47,이탈리안 라이그라스,수원,2004,10131,12.8,-15.9,35.1,12,5,89.5
48,이탈리안 라이그라스,수원,2005,4392,12,-14.4,35.1,7,3,84.5
49,이탈리안 라이그라스,수원,2006,7213,12.9,-13.2,35.9,13,5,169.5
50,이탈리안 라이그라스,연천,2005,2263,10.3,-18,34.8,7,3,1378.2
51,이탈리안 라이그라스,연천,2006,3565,11.2,-17.5,34.8,8,3,1360.1
52,이탈리안 라이그라스,천안,2017,13049,11.8,-15.9,35.2,6,3,1305
53,이탈리안 라이그라스,연천,2017,6855,11.8,-16.6,35.9,18,7,989.7
54,이탈리안 라이그라스,제주,2017,31243,16.8,-1.1,37,23,6,773.3
55,이탈리안 라이그라스,예산,2017,6512,12.2,-12.9,34.7,7,5,830.4
56,이탈리안 라이그라스,익산,2017,9327,13.6,-9.7,35.1,12,7,947.8
57,이탈리안 라이그라스,천안,2016,12765,12.7,-18.6,35.1,17,7,1004.8
58,이탈리안 라이그라스,연천,2016,2733,12.6,-19.3,35.7,28,11,1087.2
59,이탈리안 라이그라스,제주,2016,19180,17,-5.8,35.5,15,7,1416.4
60,이탈리안 라이그라스,예산,2016,9988,12.9,-12.7,34.6,16,10,922.1
61,이탈리안 라이그라스,익산,2016,12862,14.3,-13,36.2,32,19,1117.7
62,이탈리안 라이그라스,천안,2018,13769,11.8,-20.6,37.8,31,22,1163.4
63,이탈리안 라이그라스,연천,2018,5642,11.7,-20.4,38.7,33,21,1500
64,이탈리안 라이그라스,제주,2018,12169,16.6,-2.6,35.3,15,4,1769.5
65,이탈리안 라이그라스,예산,2018,5382,12.2,-15.9,37.1,26,14,1227.2
66,이탈리안 라이그라스,익산,2018,8527,13.9,-15,38.9,41,35,1332.5
67,이탈리안 라이그라스,천안,2006,10474,11.5,-15.6,33.5,6,3,1043.3
68,이탈리안 라이그라스,제주,2006,22780,16.2,-1.8,34,7,2,1527.4
69,이탈리안 라이그라스,연천,2006,11562,11.2,-17.5,34.8,8,3,1360.1
70,이탈리안 라이그라스,익산,2006,6918,14.1,-13.1,36.4,28,19,1187.5
71,이탈리안 라이그라스,천안,2007,18321,12.5,-13.6,34.9,3,2,1562.4
72,이탈리안 라이그라스,제주,2007,20482,16.5,0.8,34,6,2,2139.8
73,이탈리안 라이그라스,연천,2007,9647,11.5,-13.8,34.3,1,1,1286.3
74,이탈리안 라이그라스,익산,2007,15550,14,-7.2,34.8,16,5,1471.7
75,이탈리안 라이그라스,천안,2008,18824,12.3,-13.4,34.2,7,3,870.1
76,이탈리안 라이그라스,연천,2008,11725,11.7,-15.2,35.2,8,6,1518.2
77,이탈리안 라이그라스,제주,2008,26938,16,-0.5,34.8,4,2,1308.8
78,이탈리안 라이그라스,예산,2008,11181,12,-13.1,33.5,2,1,909.6
79,이탈리안 라이그라스,익산,2008,9130,13.9,-10.8,35.3,19,5,1000
80,이탈리안 라이그라스,천안,2009,13132,12.3,-18.2,33.3,1,1,999.9
81,이탈리안 라이그라스,연천,2009,5166,11.7,-15,34.1,4,3,1527.8
82,이탈리안 라이그라스,제주,2009,10795,16,-2.5,33.6,6,2,1304.8
83,이탈리안 라이그라스,예산,2009,7636,12.3,-13.9,32.5,0,0,1074.3
84,이탈리안 라이그라스,익산,2009,11510,13.6,-12.9,34.4,9,2,1163.9
85,이탈리안 라이그라스,천안,2010,8314,12.2,-19.5,34.9,14,5,1378.3
86,이탈리안 라이그라스,연천,2010,10427,10.9,-19.5,33,1,1,1939.5
87,이탈리안 라이그라스,제주,2010,14506,15.6,-2.3,35.8,13,5,1584.9
88,이탈리안 라이그라스,예산,2010,5820,11.7,-13.2,31.8,0,0,2141.8
89,이탈리안 라이그라스,익산,2010,10208,13.5,-10.9,35.7,26,7,1462.3
90,이탈리안 라이그라스,연천,2017,8778,11.8,-16.6,35.9,18,7,989.7
91,이탈리안 라이그라스,제주,2017,28727,16.8,-1.1,37,23,6,773.3
92,이탈리안 라이그라스,예산,2017,7156,12.2,-12.9,34.7,7,5,830.4
93,이탈리안 라이그라스,익산,2017,8615,13.6,-9.7,35.1,12,7,947.8
94,이탈리안 라이그라스,연천,2016,7664,12.6,-19.3,35.7,28,11,1087.2
95,이탈리안 라이그라스,제주,2016,17556,17,-5.8,35.5,15,7,1416.4
96,이탈리안 라이그라스,예산,2016,9332,12.9,-12.7,34.6,16,10,922.1
97,이탈리안 라이그라스,익산,2016,7299,14.3,-13,36.2,32,19,1117.7
98,이탈리안 라이그라스,연천,2018,5449,11.7,-20.4,38.7,33,21,1500
99,이탈리안 라이그라스,제주,2018,11994,16.6,-2.6,35.3,15,4,1769.5
100,이탈리안 라이그라스,예산,2018,7331,12.2,-15.9,37.1,26,14,1227.2
101,이탈리안 라이그라스,익산,2018,8855,13.9,-15,38.9,41,35,1332.5
102,이탈리안 라이그라스,천안,2011,8340,12,-18.3,34.3,6,4,1845.8
103,이탈리안 라이그라스,연천,2011,2681,10.7,-19.1,35.2,6,2,2311.2
104,이탈리안 라이그라스,제주,2011,12687,15.6,-2.8,34.7,8,3,1478.6
105,이탈리안 라이그라스,예산,2011,7368,11.6,-14.7,33,1,1,1704.4
106,이탈리안 라이그라스,익산,2011,2978,13.1,-13.4,36.2,16,6,1621.8
107,이탈리안 라이그라스,천안,2013,16195,12.3,-19.2,35.6,14,6,1095.6
108,이탈리안 라이그라스,연천,2013,10633,-20.7,34.3,6.4,5,2,1470.9
109,이탈리안 라이그라스,제주,2013,16762,16.5,-1.8,36.3,23,5,859.1
110,이탈리안 라이그라스,예산,2013,12800,11.8,-16.6,33.4,2,1,1018.7
111,이탈리안 라이그라스,익산,2013,7535,13.8,-15.3,37.8,39,18,1264.7
112,이탈리안 라이그라스,천안,2010,3171,12.2,-19.5,34.9,14,5,1378.3
113,이탈리안 라이그라스,성주,2010,7902,13.1,-12.4,35.1,26,7,1153.5
114,이탈리안 라이그라스,천안,2011,5528,12,-18.3,34.3,6,4,1845.8
115,이탈리안 라이그라스,성주,2011,7902,12.8,-13.9,34.2,12,3,1204.3
116,이탈리안 라이그라스,천안,2012,4061,11.9,-17.8,36.4,20,17,1336.7
117,이탈리안 라이그라스,성주,2012,9167,12.5,-14.1,36.4,21,16,1309.6
118,이탈리안 라이그라스,천안,2013,4230,12.3,-19.2,35.6,14,6,1095.6
119,이탈리안 라이그라스,성주,2013,7392,13.4,-15.1,36.7,33,18,895.1
120,이탈리안 라이그라스,전주,2015,9041,14.2,-10.1,35.3,13,10,813.5
121,이탈리안 라이그라스,제주,2015,16473,16.7,-0.7,36.7,7,2,1728.3
122,이탈리안 라이그라스,전주,2016,10630,14.3,-13,36.2,32,19,1117.7
123,이탈리안 라이그라스,제주,2016,17801,17,-5.8,35.5,15,7,1416.4
124,이탈리안 라이그라스,수원,2003,6476,12.3,-16.2,31.3,0,0,121.5
125,이탈리안 라이그라스,수원,2004,9498,12.8,-15.9,35.1,12,5,89.5
126,이탈리안 라이그라스,수원,2005,4720,12,-14.4,35.1,7,3,84.5
127,이탈리안 라이그라스,수원,2006,6971,12.9,-13.2,35.9,13,5,169.5
128,이탈리안 라이그라스,연천,2003,13125,11.1,-19.7,33,1,1,1853.5
129,이탈리안 라이그라스,연천,2004,13701,11.2,-19.6,35.6,6,4,1534.5
130,이탈리안 라이그라스,연천,2005,5513,10.3,-18,34.8,7,3,1378.2
131,이탈리안 라이그라스,연천,2006,6309,11.2,-17.5,34.8,8,3,1360.1
132,이탈리안 라이그라스,천안,2017,12233,11.8,-15.9,35.2,6,3,1305
133,이탈리안 라이그라스,천안,2016,15271,12.7,-18.6,35.1,17,7,1004.8
134,이탈리안 라이그라스,천안,2018,13338,11.8,-20.6,37.8,31,22,1163.4
135,호밀,김제,2006,8350,14.1,-13.1,36.4,17,5,1187.5
136,호밀,김제,2006,8400,14.1,-13.1,36.4,17,5,1187.5
137,호밀,평창,2006,7300,11.2,-18.5,36.8,14,9,1304.2
138,호밀,평창,2006,6840,11.2,-18.5,36.8,14,9,1304.2
139,호밀,연천,2006,5900,11.2,-17.5,34.8,8,3,1360.1
140,호밀,연천,2006,4020,11.2,-17.5,34.8,8,3,1360.1
141,호밀,대구,2006,7660,14.6,-10.1,37.2,27,19,1131.5
142,호밀,대구,2006,8680,14.6,-10.1,37.2,27,19,1131.5
143,호밀,수원,2007,10310,12.9,-9.9,33.2,1,1,1325
144,호밀,수원,2007,8500,12.9,-9.9,33.2,1,1,1325
145,호밀,연천,2007,8960,11.5,-13.8,34.3,1,1,1286.3
146,호밀,연천,2007,7750,11.5,-13.8,34.3,1,1,1286.3
147,호밀,익산,2007,6050,14,-7.2,34.8,16,5,1471.7
148,호밀,익산,2007,6920,14,-7.2,34.8,16,5,1471.7
149,호밀,대구,2007,8260,15,-5.1,36.4,23,8,973.9
150,호밀,대구,2007,8360,15,-5.1,36.4,23,8,973.9
151,호밀,수원,2008,8870,12.8,-12.1,35.7,9,6,1342.9
152,호밀,수원,2008,9080,12.8,-12.1,35.7,9,6,1342.9
153,호밀,연천,2008,9680,11.7,-15.2,35.2,8,6,1518.2
154,호밀,연천,2008,9560,11.7,-15.2,35.2,8,6,1518.2
155,호밀,익산,2008,7340,13.9,-10.8,35.3,19,5,1000
156,호밀,익산,2008,6200,13.9,-10.8,35.3,19,5,1000
157,호밀,대구,2008,7470,14.6,-8.5,36.2,36,12,761.4
158,호밀,대구,2008,6520,14.6,-8.5,36.2,36,12,761.4
159,호밀,수원,2009,10640,12.6,-14.6,34.8,4,3,1541.2
160,호밀,수원,2009,11210,12.6,-14.6,34.8,4,3,1541.2
161,호밀,연천,2009,8590,11.7,-15,34.1,4,3,1527.8
162,호밀,연천,2009,9260,11.7,-15,34.1,4,3,1527.8
163,호밀,익산,2009,7050,13.6,-12.9,34.4,9,2,1163.9
164,호밀,익산,2009,5480,13.6,-12.9,34.4,9,2,1163.9
165,호밀,대구,2009,9240,14.8,-10.5,35.3,18,5,832.5
166,호밀,대구,2009,8630,14.8,-10.5,35.3,18,5,832.5
167,호밀,수원,2010,10110,12.2,-18.6,34.2,10,2,1470.6
168,호밀,수원,2010,9980,12.2,-18.6,34.2,10,2,1470.6
169,호밀,연천,2010,7540,10.9,-19.5,33,1,1,1939.5
170,호밀,연천,2010,7620,10.9,-19.5,33,1,1,1939.5
171,호밀,익산,2010,6390,13.5,-10.9,35.7,26,7,1462.3
172,호밀,익산,2010,5900,13.5,-10.9,35.7,26,7,1462.3
173,호밀,대구,2010,7730,14.4,-10,36.5,41,7,1204.5
174,호밀,대구,2010,7840,14.4,-10,36.5,41,7,1204.5
175,호밀,수원,2011,6960,11.8,-16.9,35.8,8,3,1975.9
176,호밀,수원,2011,6620,11.8,-16.9,35.8,8,3,1975.9
177,호밀,연천,2011,6890,10.7,-19.1,35.2,6,2,2311.2
178,호밀,연천,2011,7060,10.7,-19.1,35.2,6,2,2311.2
179,호밀,익산,2011,8570,13.1,-13.4,36.2,16,6,1621.8
180,호밀,익산,2011,7630,13.1,-13.4,36.2,16,6,1621.8
181,호밀,대구,2011,8900,14.3,-13.1,35.5,29,6,1430.4
182,호밀,대구,2011,8320,14.3,-13.1,35.5,29,6,1430.4
183,호밀,수원,2013,7710,12.3,-18.1,34.7,14,7,1240.1
184,호밀,수원,2013,7770,12.3,-18.1,34.7,14,7,1240.1
185,호밀,익산,2013,7320,13.8,-15.3,37.8,39,18,1264.7
186,호밀,익산,2013,7210,13.8,-15.3,37.8,39,18,1264.7
187,호밀,청원,2013,9310,13.3,-16.9,35.5,24,12,1240.7
188,호밀,청원,2013,12050,13.3,-16.9,35.5,24,12,1240.7
189,호밀,대구,2013,8050,15,-12.5,37.9,54,20,996.4
190,호밀,대구,2013,8840,15,-12.5,37.9,54,20,996.4
191,호밀,수원,2014,11210,13.1,-11.1,34.6,8,4,1029.1
192,호밀,수원,2014,13400,13.1,-11.1,34.6,8,4,1029.1
193,호밀,전주,2014,6400,13.9,-9.7,36,9,3,1206.8
194,호밀,전주,2014,5740,13.9,-9.7,36,9,3,1206.8
195,호밀,청원,2014,7840,13.9,-9.7,36,12,4,913.7
196,호밀,청원,2014,7670,13.9,-9.7,36,12,4,913.7
197,호밀,대구,2014,6150,14.9,-7.4,37.5,22,7,1072.1
198,호밀,대구,2014,7250,14.9,-7.4,37.5,22,7,1072.1
199,호밀,수원,2015,11120,13.5,-11.7,35.3,12,4,751.1
200,호밀,수원,2015,12030,13.5,-11.7,35.3,12,4,751.1
201,호밀,전주,2015,5880,14.2,-10.1,35.3,13,10,813.5
202,호밀,전주,2015,5950,14.2,-10.1,35.3,13,10,813.5
203,호밀,청원,2015,9990,14,-10.8,36.4,12,6,756.9
204,호밀,청원,2015,10890,14,-10.8,36.4,12,6,756.9
205,호밀,대구,2015,4450,14.8,-8.9,38.3,21,16,908.5
206,호밀,대구,2015,4510,14.8,-8.9,38.3,21,16,908.5
207,호밀,수원,1999,9282,12.7,-11.9,34.8,11,4,1556.1
208,호밀,성주,1999,8952,13.1,-12.3,35,7,4,1180.7
209,호밀,수원,2000,8735,12.3,-13.9,34.2,11,4,1328.8
210,호밀,성주,2000,7073,12.8,-11.4,35.4,23,6,1103.2
211,호밀,천안,2002,7417,11.8,-15.3,34.7,4,2,1312.5
212,호밀,성주,2002,10439,13,-9.1,34.9,12,2,1327.1
213,호밀,천안,2003,11999,11.6,-23.8,32,0,0,1628.3
214,호밀,성주,2003,10089,12.8,-11.8,34.5,4,2,1749.8
215,호밀,천안,2006,17077,11.5,-15.6,33.5,6,3,1043.3
216,호밀,성주,2006,7546,13,-12.1,37,22,19,1254.3
217,호밀,천안,2007,19386,12.5,-13.6,34.9,3,2,1562.4
218,호밀,성주,2007,13164,13.2,-8.1,34.5,14,6,1523.8
219,청보리,김제,2006,10890,14.1,-13.1,36.4,17,5,1187.5
220,청보리,아산,2006,8970,11.5,-15.6,33.5,6,3,1043.3
221,청보리,청원,2006,10090,13.3,-13.3,34.2,11,4,1081.1
222,청보리,예산,2006,10470,12.2,-13.6,33,1,1,1139.2
223,청보리,진주,2006,11070,13.6,-13.3,37.5,22,20,1674
224,청보리,수원,2007,16460,12.9,-9.9,33.2,1,1,1325
225,청보리,익산,2007,8450,14,-7.2,34.8,16,5,1471.7
226,청보리,아산,2007,14430,12.5,-13.6,34.9,3,2,1562.4
227,청보리,청원,2007,9420,13.7,-10.1,33.5,5,2,1534.5
228,청보리,예산,2007,10820,12.4,-9,32.4,0,0,1471.1
229,청보리,대구,2007,19280,15,-5.1,36.4,23,8,973.9
230,청보리,진주,2007,7860,14,-10.7,36.2,20,5,1701
231,청보리,수원,2008,11090,12.8,-12.1,35.7,9,6,1342.9
232,청보리,익산,2008,14040,13.9,-10.8,35.3,19,5,1000
233,청보리,아산,2008,9840,12.3,-13.4,34.2,7,3,870.1
234,청보리,제주,2008,14050,16,-0.5,34.8,4,2,1308.8
235,청보리,청원,2008,8030,13.4,-11.9,35.1,17,6,892.3
236,청보리,예산,2008,12040,12,-13.1,33.5,2,1,909.6
237,청보리,대구,2008,9540,14.6,-8.5,36.2,36,12,761.4
238,청보리,진주,2008,11360,14,-10.6,35.5,23,6,885.6
239,청보리,수원,2009,11380,12.6,-14.6,34.8,4,3,1541.2
240,청보리,익산,2009,15960,13.6,-12.9,34.4,9,2,1163.9
241,청보리,아산,2009,8280,12.3,-18.2,33.3,1,1,999.9
242,청보리,제주,2009,13300,16,-2.5,33.6,6,2,1304.8
243,청보리,청원,2009,11470,13,-13.5,33.5,3,1,1019.8
244,청보리,예산,2009,7280,12.3,-13.9,32.5,0,0,1074.3
245,청보리,대구,2009,13350,14.8,-10.5,35.3,18,5,832.5
246,청보리,진주,2009,10450,13.8,-14.1,33.1,1,1,1608.9
247,청보리,수원,2010,15480,12.2,-18.6,34.2,10,2,1470.6
248,청보리,익산,2010,10420,13.5,-10.9,35.7,26,7,1462.3
249,청보리,아산,2010,6060,12.2,-19.5,34.9,14,5,1378.3
250,청보리,청원,2010,10210,13,-15.1,35.7,21,5,1422.4
251,청보리,예산,2010,12810,11.7,-13.2,31.8,0,0,2141.8
252,청보리,대구,2010,11810,14.4,-10,36.5,41,7,1204.5
253,청보리,진주,2010,12390,13.1,-12.5,35.2,7,3,1896
254,청보리,수원,2011,4490,11.8,-16.9,35.8,8,3,1975.9
255,청보리,익산,2011,12820,13.1,-13.4,36.2,16,6,1621.8
256,청보리,청원,2011,9910,12.8,-15.5,35,6,4,1805.6
257,청보리,예산,2011,13260,11.6,-14.7,33,1,1,1704.4
258,청보리,대구,2011,10830,14.3,-13.1,35.5,29,6,1430.4
259,청보리,진주,2011,11480,13,-15.6,34.7,4,2,2026.4
260,청보리,수원,2013,11440,12.3,-18.1,34.7,14,7,1240.1
261,청보리,익산,2013,11760,13.8,-15.3,37.8,39,18,1264.7
262,청보리,청원,2013,13570,13.3,-16.9,35.5,24,12,1240.7
263,청보리,예산,2013,11130,11.8,-16.6,33.4,2,1,1018.7
264,청보리,대구,2013,10710,15,-12.5,37.9,54,20,996.4
265,청보리,진주,2013,12990,13.4,-13,36.7,17,16,1220.6
266,청보리,전주,2014,9890,13.9,-9.7,36,9,3,1206.8
267,청보리,수원,2014,12470,13.1,-11.1,34.6,8,4,1029.1
268,청보리,청원,2014,11000,13.9,-9.7,36,12,4,913.7
269,청보리,예산,2014,10670,12.3,-11.1,33.7,1,1,1000.1
270,청보리,대구,2014,10150,14.9,-7.4,37.5,22,7,1072.1
271,청보리,진주,2014,9450,13.2,-10.6,35.5,6,2,1644.9
272,청보리,전주,2015,9520,14.2,-10.1,35.3,13,10,813.5
273,청보리,수원,2015,19800,13.5,-11.7,35.3,12,4,751.1
274,청보리,청원,2015,12960,14,-10.8,36.4,12,6,756.9
275,청보리,예산,2015,9510,12.7,-10.5,33.7,1,1,815.9
276,청보리,대구,2015,8840,14.8,-8.9,38.3,21,16,908.5
277,청보리,진주,2015,12000,13.4,-11.5,35.5,11,6,1324.8
278,목초,수원,1973,13330,11.3,-24.4,34.6,7,3,1021.8
279,목초,수원,1973,12120,11.3,-24.4,34.6,7,3,1021.8
280,목초,수원,1973,12660,11.3,-24.4,34.6,7,3,1021.8
281,목초,수원,1973,9930,11.3,-24.4,34.6,7,3,1021.8
282,목초,수원,1973,13180,11.3,-24.4,34.6,7,3,1021.8
283,목초,수원,1974,9750,10.2,-20.4,33.2,2,2,1189.3
284,목초,수원,1974,9340,10.2,-20.4,33.2,2,2,1189.3
285,목초,수원,1974,6310,10.2,-20.4,33.2,2,2,1189.3
286,목초,수원,1974,6340,10.2,-20.4,33.2,2,2,1189.3
287,목초,수원,1974,6790,10.2,-20.4,33.2,2,2,1189.3
288,목초,수원,1974,6630,10.2,-20.4,33.2,2,2,1189.3
289,목초,수원,1974,4840,10.2,-20.4,33.2,2,2,1189.3
290,목초,수원,1974,4840,10.2,-20.4,33.2,2,2,1189.3
291,목초,수원,1974,3890,10.2,-20.4,33.2,2,2,1189.3
292,목초,금산,2015,8188,12.6,-13.2,35.7,12,6,877.6
293,목초,금산,2015,6207,12.6,-13.2,35.7,12,6,877.6
294,목초,금산,2015,6650,12.6,-13.2,35.7,12,6,877.6
295,목초,금산,2015,5527,12.6,-13.2,35.7,12,6,877.6
296,목초,금산,2015,4552,12.6,-13.2,35.7,12,6,877.6
297,목초,금산,2015,5164,12.6,-13.2,35.7,12,6,877.6
298,목초,금산,2016,11803,12.7,-17.4,35.7,32,23,1325.6
299,목초,금산,2016,11370,12.7,-17.4,35.7,32,23,1325.6
300,목초,금산,2016,12993,12.7,-17.4,35.7,32,23,1325.6
301,목초,금산,2016,11291,12.7,-17.4,35.7,32,23,1325.6
302,목초,금산,2016,10384,12.7,-17.4,35.7,32,23,1325.6
303,목초,금산,2016,10808,12.7,-17.4,35.7,32,23,1325.6
304,목초,천안,2015,6735,13,-12.8,36.3,10,5,728
305,목초,천안,2015,6084,13,-12.8,36.3,10,5,728
306,목초,천안,2015,7340,13,-12.8,36.3,10,5,728
307,목초,천안,2015,5497,13,-12.8,36.3,10,5,728
308,목초,천안,2016,5410,12.7,-18.6,35.1,17,7,1004.8
309,목초,천안,2016,4843,12.7,-18.6,35.1,17,7,1004.8
310,목초,천안,2016,5543,12.7,-18.6,35.1,17,7,1004.8
311,목초,천안,2016,5092,12.7,-18.6,35.1,17,7,1004.8
312,목초,제주,2015,6565,16.7,-0.7,36.7,7,2,1728.3
313,목초,제주,2015,5737,16.7,-0.7,36.7,7,2,1728.3
314,목초,제주,2015,10690,16.7,-0.7,36.7,7,2,1728.3
315,목초,제주,2015,6993,16.7,-0.7,36.7,7,2,1728.3
316,목초,제주,2015,12412,16.7,-0.7,36.7,7,2,1728.3
317,목초,제주,2015,12077,16.7,-0.7,36.7,7,2,1728.3
318,목초,제주,2015,14884,16.7,-0.7,36.7,7,2,1728.3
319,목초,제주,2015,16496,16.7,-0.7,36.7,7,2,1728.3
320,목초,천안,2014,13944,12.8,-14.5,34.6,6,2,1020.5
321,목초,천안,2014,15174,12.8,-14.5,34.6,6,2,1020.5
322,목초,천안,2014,14987,12.8,-14.5,34.6,6,2,1020.5
323,목초,천안,2014,14718,12.8,-14.5,34.6,6,2,1020.5
324,목초,천안,2014,17062,12.8,-14.5,34.6,6,2,1020.5
325,목초,천안,2014,14813,12.8,-14.5,34.6,6,2,1020.5
326,목초,천안,2014,15749,12.8,-14.5,34.6,6,2,1020.5
327,목초,천안,2015,17429,13,-12.8,36.3,10,5,728
328,목초,천안,2015,18177,13,-12.8,36.3,10,5,728
329,목초,천안,2015,18935,13,-12.8,36.3,10,5,728
330,목초,천안,2015,19675,13,-12.8,36.3,10,5,728
331,목초,천안,2015,18959,13,-12.8,36.3,10,5,728
332,목초,천안,2015,17920,13,-12.8,36.3,10,5,728
333,목초,제주,2010,12740,15.6,-2.3,35.8,13,5,1584.9
334,목초,제주,2010,12619,15.6,-2.3,35.8,13,5,1584.9
335,목초,제주,2010,12750,15.6,-2.3,35.8,13,5,1584.9
336,목초,제주,2003,11342,15.7,-2.1,34.3,4,1,1999.2
337,목초,제주,2003,10368,15.7,-2.1,34.3,4,1,1999.2
338,목초,제주,2003,10790,15.7,-2.1,34.3,4,1,1999.2
339,목초,제주,2003,9864,15.7,-2.1,34.3,4,1,1999.2
340,목초,제주,2003,9312,15.7,-2.1,34.3,4,1,1999.2
341,목초,제주,2003,10138,15.7,-2.1,34.3,4,1,1999.2
342,목초,제주,2004,12699,16.4,-3.2,34.3,9,3,1333.8
343,목초,제주,2004,11942,16.4,-3.2,34.3,9,3,1333.8
344,목초,제주,2004,12261,16.4,-3.2,34.3,9,3,1333.8
345,목초,제주,2004,11714,16.4,-3.2,34.3,9,3,1333.8
346,목초,제주,2004,13468,16.4,-3.2,34.3,9,3,1333.8
347,목초,제주,2004,12645,16.4,-3.2,34.3,9,3,1333.8
348,목초,제주,2005,10416,16.2,-1.5,34.7,10,3,872.5
349,목초,제주,2005,9583,16.2,-1.5,34.7,10,3,872.5
350,목초,제주,2005,9449,16.2,-1.5,34.7,10,3,872.5
351,목초,제주,2005,10303,16.2,-1.5,34.7,10,3,872.5
352,목초,제주,2005,10451,16.2,-1.5,34.7,10,3,872.5
353,목초,제주,2005,10724,16.2,-1.5,34.7,10,3,872.5
354,목초,제주,2001,12117,16.1,-3.1,35.8,8,6,1388.6
355,목초,제주,2001,11732,16.1,-3.1,35.8,8,6,1388.6
356,목초,제주,2001,11318,16.1,-3.1,35.8,8,6,1388.6
357,목초,제주,2002,12377,15.8,0.6,35,2,1,1704.1
358,목초,제주,2002,11858,15.8,0.6,35,2,1,1704.1
359,목초,제주,2002,12403,15.8,0.6,35,2,1,1704.1
